Provincia,Partido,Localidad,Link Indec,ADSL,Cablemodem,Dail Up,Fibra Optica,Otros1,Satelital,Wimax,Wireless,Total general,Otros,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps
Santa Fe,La Capital,San José del Rincón,82063160,976.0,2329.0,0.0,498.0,0.0,1.0,0.0,0.0,3804.0,1.0,1.0,160.0,1825.0,1392.0,47.0,296.0,77.0
Santa Fe,La Capital,Santa Fe,82063170,12270.0,63135.0,31.0,53853.0,1490.0,11.0,0.0,99.0,130889.0,17.0,13.0,824.0,2742.0,8961.0,400.0,2331.0,115566.0
Santa Fe,La Capital,Santo Tomé,82063180,13.0,13.0,0.0,1456.0,11.0,0.0,0.0,585.0,2078.0,250.0,0.0,13.0,262.0,6.0,3.0,90.0,1443.0
Santa Fe,La Capital,Sauce Viejo,82063190,671.0,0.0,0.0,217.0,0.0,0.0,0.0,63.0,951.0,91.0,0.0,23.0,86.0,466.0,36.0,73.0,171.0
Santa Fe,Las Colonias,Cavour,82070010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Santa Fe,Las Colonias,Cululú,82070020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,,0.0,0.0,0.0,24.0,0.0,0.0,0.0
Santa Fe,Las Colonias,Elisa,82070030,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,252.0,,0.0,0.0,0.0,51.0,128.0,62.0,11.0
Santa Fe,Las Colonias,Empalme San Carlos,82070040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,,0.0,0.0,13.0,0.0,0.0,0.0,0.0
Santa Fe,Las Colonias,Esperanza,82070050,1120.0,8092.0,0.0,48.0,0.0,3.0,0.0,422.0,9685.0,,3.0,61.0,502.0,631.0,345.0,12.0,8129.0
Santa Fe,Las Colonias,Felicia,82070060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,433.0,,0.0,0.0,26.0,378.0,29.0,0.0,0.0
Santa Fe,Las Colonias,Franck,82070070,142.0,0.0,0.0,162.0,0.0,0.0,0.0,101.0,405.0,1.0,0.0,2.0,15.0,204.0,9.0,11.0,161.0
Santa Fe,Las Colonias,Grutly,82070080,93.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,114.0,,0.0,0.0,21.0,0.0,93.0,0.0,0.0
Santa Fe,Las Colonias,Hipatia,82070090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,,0.0,0.0,0.0,53.0,0.0,0.0,0.0
Santa Fe,Las Colonias,Humboldt,82070100,229.0,0.0,0.0,24.0,2.0,0.0,0.0,195.0,450.0,,0.0,4.0,143.0,235.0,32.0,30.0,3.0
Santa Fe,Las Colonias,La Pelada,82070120,0.0,0.0,0.0,106.0,0.0,0.0,0.0,96.0,202.0,1.0,0.0,0.0,0.0,95.0,84.0,21.0,1.0
Santa Fe,Las Colonias,Las Tunas,82070130,3.0,0.0,0.0,108.0,0.0,1.0,0.0,0.0,112.0,,1.0,1.0,0.0,0.0,0.0,2.0,108.0
Santa Fe,Las Colonias,María Luisa,82070140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,167.0,,0.0,0.0,0.0,81.0,86.0,0.0,0.0
Santa Fe,Las Colonias,Matilde,82070150,88.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,156.0,,0.0,2.0,70.0,63.0,18.0,1.0,0.0
Santa Fe,Las Colonias,Nuevo Torino,82070160,78.0,0.0,0.0,0.0,72.0,0.0,0.0,5.0,155.0,72.0,0.0,0.0,2.0,3.0,78.0,0.0,0.0
Santa Fe,Las Colonias,OTROS,Sin Datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,,,,,,,,
Santa Fe,Las Colonias,Pilar,82070170,112.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,124.0,,0.0,0.0,2.0,0.0,112.0,0.0,10.0
Santa Fe,Las Colonias,Progreso,82070190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,617.0,,0.0,0.0,0.0,592.0,24.0,0.0,0.0
Santa Fe,Las Colonias,Providencia,82070200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,136.0,,0.0,0.0,0.0,105.0,29.0,0.0,2.0
Santa Fe,Las Colonias,Sa Pereyra,82070210,54.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,57.0,,0.0,0.0,3.0,0.0,54.0,0.0,0.0
Santa Fe,Las Colonias,San Agustín,82070220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,,0.0,0.0,5.0,78.0,0.0,0.0,0.0
Santa Fe,Las Colonias,San Carlos Centro,82070230,275.0,4058.0,0.0,10.0,0.0,0.0,0.0,33.0,4376.0,,0.0,11.0,27.0,60.0,211.0,3.0,4064.0
Santa Fe,Las Colonias,San Carlos Norte,82070240,0.0,264.0,0.0,1.0,0.0,0.0,0.0,142.0,407.0,,0.0,0.0,131.0,0.0,11.0,0.0,265.0
Santa Fe,Las Colonias,San Carlos Sud,82070250,30.0,702.0,0.0,2.0,0.0,0.0,0.0,6.0,740.0,,0.0,0.0,1.0,0.0,35.0,1.0,703.0
Santa Fe,Las Colonias,San Jerónimo del Sauce,82070260,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,119.0,,0.0,0.0,0.0,0.0,0.0,0.0,119.0
Santa Fe,Las Colonias,San Jerónimo Norte,82070270,151.0,0.0,0.0,1622.0,0.0,0.0,0.0,261.0,2034.0,1.0,0.0,2.0,261.0,126.0,18.0,5.0,1621.0
Santa Fe,Las Colonias,Santa Clara de Buena Vista,82070290,0.0,758.0,0.0,0.0,0.0,0.0,0.0,0.0,758.0,,0.0,0.0,0.0,628.0,0.0,130.0,0.0
Santa Fe,Las Colonias,Santo Domingo,82070300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,270.0,,0.0,0.0,0.0,265.0,4.0,1.0,0.0
Santa Fe,Las Colonias,SARMIENTO,82070310,135.0,0.0,0.0,0.0,130.0,0.0,0.0,159.0,424.0,,,,,,,,
Santa Fe,OTROS,OTROS,Sin Datos,0.0,0.0,0.0,0.0,2581.0,0.0,0.0,0.0,2581.0,,,,,,,,
Santa Fe,Rosario,Acebal,82084010,23.0,755.0,0.0,36.0,391.0,0.0,0.0,140.0,1345.0,1.0,0.0,3.0,930.0,357.0,1.0,45.0,8.0
Santa Fe,Rosario,Álvarez,82084030,9.0,1393.0,0.0,2.0,134.0,0.0,0.0,0.0,1538.0,1.0,0.0,1.0,933.0,513.0,1.0,89.0,0.0
Santa Fe,Rosario,Alvear,82084040,893.0,3235.0,0.0,467.0,0.0,0.0,0.0,20.0,4615.0,509.0,0.0,21.0,295.0,270.0,0.0,138.0,3382.0
Santa Fe,Rosario,Arminda,82084060,0.0,86.0,0.0,0.0,40.0,0.0,0.0,0.0,126.0,,0.0,0.0,94.0,20.0,0.0,12.0,0.0
Santa Fe,Rosario,Arroyo Seco,82084070,619.0,4001.0,0.0,1490.0,0.0,0.0,0.0,14.0,6124.0,,0.0,13.0,63.0,434.0,41.0,88.0,5483.0
Santa Fe,Rosario,Carmen del Sauce,82084080,0.0,3.0,0.0,180.0,0.0,0.0,0.0,22.0,205.0,,0.0,0.0,2.0,134.0,0.0,32.0,37.0
Santa Fe,Rosario,Coronel Bogado,82084090,415.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,593.0,,0.0,0.0,378.0,206.0,9.0,0.0,0.0
Santa Fe,Rosario,Cuatro Esquinas,82084110,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,48.0,,0.0,0.0,0.0,18.0,0.0,18.0,12.0
Santa Fe,Rosario,El Caramelo,82084120,71.0,0.0,0.0,497.0,0.0,0.0,0.0,0.0,568.0,,0.0,0.0,43.0,360.0,0.0,122.0,43.0
Santa Fe,Rosario,Fighiera,82084130,214.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,472.0,,0.0,2.0,264.0,187.0,15.0,3.0,0.0
Santa Fe,Rosario,Funes,82084140,1970.0,6139.0,1.0,6677.0,0.0,1.0,0.0,240.0,15028.0,17.0,2.0,75.0,1459.0,247.0,270.0,628.0,12330.0
Santa Fe,Rosario,General Lagos,82084150,400.0,0.0,0.0,1.0,1.0,0.0,0.0,141.0,543.0,,0.0,3.0,509.0,29.0,1.0,0.0,1.0
Santa Fe,Rosario,Granadero Baigorria,82084160,0.0,4086.0,0.0,476.0,2.0,0.0,0.0,676.0,5240.0,,0.0,13.0,47.0,1447.0,0.0,257.0,2819.0
Santa Fe,Rosario,Ibarlucea,82084170,0.0,692.0,0.0,982.0,0.0,0.0,0.0,412.0,2086.0,,0.0,4.0,12.0,591.0,0.0,750.0,729.0
Santa Fe,Rosario,Pérez,82084210,680.0,0.0,0.0,114.0,0.0,4.0,0.0,6.0,804.0,5.0,0.0,11.0,28.0,600.0,20.0,136.0,0.0
Santa Fe,Rosario,Piñero (Est. Erasto),82084220,0.0,181.0,0.0,1.0,55.0,0.0,0.0,0.0,237.0,,0.0,0.0,123.0,90.0,0.0,23.0,1.0
Santa Fe,Rosario,Pueblo Esther,82084230,397.0,0.0,0.0,842.0,0.0,1.0,0.0,0.0,1240.0,162.0,1.0,0.0,0.0,391.0,158.0,253.0,276.0
Santa Fe,Rosario,Pueblo Muñoz (Est. Bernard),82084240,0.0,118.0,0.0,0.0,54.0,0.0,0.0,0.0,172.0,,0.0,0.0,117.0,42.0,0.0,13.0,0.0
Santa Fe,Rosario,Pueblo Uranga,82084250,20.0,0.0,0.0,162.0,0.0,0.0,0.0,52.0,234.0,,0.0,0.0,0.0,85.0,1.0,138.0,10.0
Santa Fe,Rosario,Puerto Arroyo Seco,82084260,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,Rosario,Rosario,82084270,11512.0,167666.0,71.0,173323.0,152.0,2.0,0.0,5218.0,357944.0,48.0,9.0,1308.0,6843.0,77292.0,250.0,3259.0,268825.0
Santa Fe,Rosario,Soldini,82084280,70.0,780.0,0.0,0.0,86.0,0.0,0.0,0.0,936.0,,0.0,1.0,466.0,384.0,12.0,73.0,0.0
Santa Fe,Rosario,Villa Amelia,82084290,172.0,109.0,0.0,2.0,0.0,0.0,0.0,2.0,285.0,,0.0,0.0,83.0,201.0,0.0,0.0,0.0
Santa Fe,Rosario,Villa del Plata,82084300,0.0,0.0,0.0,231.0,101.0,0.0,0.0,0.0,332.0,,0.0,0.0,48.0,211.0,0.0,55.0,18.0
Santa Fe,Rosario,Villa Gobernador Gálvez,82084310,0.0,17.0,0.0,21.0,0.0,0.0,0.0,39.0,77.0,0.0,0.0,4.0,21.0,28.0,3.0,3.0,0.0
Santa Fe,Rosario,Zavalla,82084320,189.0,932.0,0.0,0.0,0.0,0.0,0.0,95.0,1216.0,115.0,0.0,1.0,3.0,1074.0,23.0,0.0,0.0
Santa Fe,Rosario,Albarellos,82084020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,,0.0,0.0,0.0,20.0,0.0,0.0,0.0
Santa Fe,Rosario,Coronel Rodolfo S. Domínguez,82084100,0.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,,0.0,0.0,74.0,150.0,0.0,94.0,0.0
Santa Fe,Rosario,Kilómetro 101,82084180,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Santa Fe,Rosario,Arbilla,82084050,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
Santa Fe,Rosario,Monte Flores,82084200,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,San Cristóbal,Aguará Grande,82091010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,,1.0,0.0,2.0,0.0,0.0,0.0,0.0
Santa Fe,San Cristóbal,Ambrosetti,82091020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,84.0,85.0,,1.0,0.0,50.0,35.0,0.0,0.0,0.0
Santa Fe,San Cristóbal,Arrufo,82091030,140.0,166.0,0.0,137.0,0.0,0.0,0.0,0.0,443.0,2.0,0.0,0.0,131.0,110.0,0.0,34.0,0.0
Santa Fe,San Cristóbal,Balneario La Verde,82091040,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,San Cristóbal,Capivara,82091050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,San Cristóbal,Ceres,82091060,885.0,1939.0,0.0,0.0,0.0,0.0,0.0,610.0,3434.0,,0.0,16.0,1667.0,1647.0,62.0,7.0,0.0
Santa Fe,San Cristóbal,Colonia Bossi,82091080,56.0,0.0,0.0,78.0,0.0,0.0,0.0,111.0,245.0,,0.0,0.0,0.0,51.0,116.0,0.0,78.0
Santa Fe,San Cristóbal,Hersilia,82091120,0.0,213.0,0.0,0.0,0.0,0.0,0.0,370.0,583.0,,0.0,0.0,3.0,517.0,0.0,63.0,0.0
Santa Fe,San Cristóbal,Huanqueros,82091130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,San Cristóbal,La Cabral,82091140,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,,1.0,0.0,3.0,0.0,0.0,0.0,0.0
Santa Fe,San Cristóbal,La Rubia,82091150,0.0,31.0,0.0,0.0,0.0,0.0,0.0,12.0,43.0,,0.0,0.0,8.0,4.0,0.0,0.0,0.0
Santa Fe,San Cristóbal,Las Palmeras,82091170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,,0.0,0.0,48.0,26.0,23.0,0.0,0.0
Santa Fe,San Cristóbal,Moisés Ville,82091180,95.0,352.0,0.0,240.0,0.0,0.0,0.0,1.0,688.0,,0.0,1.0,234.0,201.0,231.0,15.0,5.0
Santa Fe,San Cristóbal,Monigotes,82091190,0.0,0.0,0.0,48.0,0.0,0.0,0.0,12.0,60.0,,0.0,0.0,7.0,5.0,44.0,4.0,0.0
Santa Fe,San Cristóbal,Ñanducita,82091200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,San Cristóbal,OTROS,Sin Datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,,,,,,,,
Santa Fe,San Cristóbal,Palacios,82091210,2.0,0.0,0.0,36.0,0.0,0.0,0.0,39.0,77.0,,0.0,0.0,24.0,15.0,36.0,1.0,1.0
Santa Fe,San Cristóbal,San Cristóbal,82091220,658.0,1154.0,0.0,1047.0,0.0,1.0,0.0,451.0,3311.0,751.0,1.0,5.0,644.0,1118.0,73.0,658.0,55.0
Santa Fe,San Cristóbal,San Guillermo,82091230,887.0,1478.0,0.0,224.0,0.0,0.0,0.0,248.0,2837.0,,0.0,0.0,214.0,2224.0,0.0,166.0,232.0
Santa Fe,San Cristóbal,Santurce,82091240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,San Cristóbal,Soledad,82091250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,201.0,,0.0,0.0,0.0,1.0,199.0,1.0,0.0
Santa Fe,San Cristóbal,Suardi,82091260,0.0,0.0,0.0,1560.0,0.0,0.0,0.0,0.0,1560.0,,0.0,0.0,0.0,1560.0,0.0,0.0,0.0
Santa Fe,San Cristóbal,Villa Saralegui,82091270,0.0,0.0,0.0,0.0,3.0,0.0,0.0,52.0,55.0,3.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0
Santa Fe,San Cristóbal,Curupaity,82091110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,,0.0,0.0,7.0,8.0,0.0,0.0,0.0
Santa Fe,San Cristóbal,Colonia Ana,82091070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,,0.0,0.0,3.0,3.0,0.0,0.0,0.0
Santa Fe,San Cristóbal,Colonia Rosa,82091090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,,0.0,0.0,7.0,5.0,0.0,0.0,0.0
Santa Fe,San Javier,Alejandra,82098010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,453.0,454.0,,1.0,0.0,0.0,453.0,0.0,0.0,0.0
Santa Fe,San Javier,Cacique Ariacaiquín,82098020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,,0.0,0.0,0.0,1.0,45.0,0.0,0.0
Santa Fe,San Javier,Colonia Durán,82098030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,San Javier,Romang,82098050,0.0,801.0,0.0,2.0,195.0,0.0,0.0,369.0,1367.0,195.0,0.0,328.0,607.0,36.0,0.0,188.0,12.0
Santa Fe,San Javier,San Javier,82098060,0.0,826.0,0.0,96.0,0.0,0.0,0.0,194.0,1116.0,,0.0,0.0,1004.0,103.0,5.0,4.0,0.0
Santa Fe,San Javier,La Brava,82098040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,,0.0,0.0,0.0,20.0,0.0,0.0,0.0
Santa Fe,San Jerónimo,Arocena,82105010,0.0,202.0,0.0,0.0,400.0,0.0,0.0,0.0,602.0,400.0,0.0,0.0,0.0,178.0,0.0,24.0,0.0
Santa Fe,San Jerónimo,Barrancas,82105030,1406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.0,,0.0,1.0,7.0,1357.0,37.0,3.0,0.0
Santa Fe,San Jerónimo,Barrio Caima,82105040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,San Jerónimo,Bernardo de Irigoyen (Est. Irigoyen),82105060,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,262.0,,0.0,0.0,0.0,231.0,0.0,31.0,0.0
Santa Fe,San Jerónimo,Centeno,82105080,810.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,904.0,7.0,0.0,0.0,2.0,847.0,40.0,8.0,0.0
Santa Fe,San Jerónimo,Coronda,82105090,464.0,0.0,0.0,3444.0,215.0,0.0,0.0,684.0,4807.0,953.0,0.0,13.0,16.0,392.0,35.0,7.0,3390.0
Santa Fe,San Jerónimo,Desvío Arijón,82105100,133.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,176.0,40.0,0.0,1.0,3.0,117.0,11.0,3.0,0.0
Santa Fe,San Jerónimo,Díaz,82105110,256.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,514.0,,0.0,0.0,237.0,209.0,0.0,0.0,68.0
Santa Fe,San Jerónimo,Gaboto,82105120,0.0,0.0,0.0,0.0,201.0,0.0,0.0,240.0,441.0,201.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0
Santa Fe,San Jerónimo,Gálvez,82105130,3316.0,0.0,0.0,4304.0,59.0,0.0,0.0,20.0,7699.0,,0.0,22.0,27.0,4974.0,604.0,1992.0,80.0
Santa Fe,San Jerónimo,Gessler,82105140,107.0,0.0,0.0,105.0,0.0,0.0,0.0,46.0,258.0,25.0,0.0,1.0,22.0,89.0,13.0,71.0,0.0
Santa Fe,San Jerónimo,Irigoyen,82105150,0.0,99.0,0.0,0.0,0.0,0.0,0.0,246.0,345.0,,0.0,0.0,0.0,317.0,0.0,28.0,0.0
Santa Fe,San Jerónimo,Larrechea,82105160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,San Jerónimo,Loma Alta,82105170,16.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,47.0,,0.0,0.0,0.0,13.0,2.0,19.0,0.0
Santa Fe,San Jerónimo,López (Est. San Martín de Tours),82105180,21.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,,0.0,2.0,0.0,312.0,3.0,87.0,0.0
Santa Fe,San Jerónimo,Maciel,82105190,430.0,782.0,0.0,0.0,136.0,0.0,0.0,1.0,1349.0,136.0,0.0,7.0,8.0,358.0,12.0,827.0,0.0
Santa Fe,San Jerónimo,Monje,82105200,0.0,0.0,0.0,791.0,0.0,0.0,0.0,0.0,791.0,,0.0,0.0,0.0,642.0,0.0,149.0,0.0
Santa Fe,San Jerónimo,San Fabián,82105230,59.0,115.0,0.0,0.0,0.0,0.0,0.0,67.0,241.0,,0.0,1.0,1.0,210.0,5.0,24.0,0.0
Santa Fe,San Jerónimo,San Genaro,82105240,278.0,0.0,0.0,1124.0,0.0,0.0,0.0,57.0,1459.0,1.0,0.0,0.0,0.0,326.0,9.0,0.0,1123.0
Santa Fe,San Jerónimo,San Genaro Norte,82105250,614.0,0.0,0.0,805.0,0.0,0.0,0.0,46.0,1465.0,,0.0,0.0,0.0,660.0,0.0,0.0,805.0
Santa Fe,San Jerónimo,San Eugenio,82105220,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,,0.0,0.0,0.0,0.0,0.0,23.0,0.0
Santa Fe,San Justo,Angeloni,82112010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,,0.0,0.0,0.0,1.0,32.0,1.0,0.0
Santa Fe,San Justo,Cayastacito,82112020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,,0.0,0.0,0.0,1.0,70.0,0.0,0.0
Santa Fe,San Justo,Esther,82112040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,,0.0,0.0,0.0,2.0,9.0,0.0,0.0
Santa Fe,San Justo,Gobernador Crespo,82112050,140.0,1080.0,0.0,0.0,0.0,0.0,0.0,257.0,1477.0,1.0,0.0,1.0,200.0,1069.0,326.0,0.0,0.0
Santa Fe,San Justo,La Criolla (Est. Cañadita),82112060,246.0,327.0,0.0,0.0,0.0,0.0,0.0,31.0,604.0,,0.0,0.0,351.0,130.0,0.0,0.0,0.0
Santa Fe,San Justo,Marcelino Escalada,82112080,95.0,90.0,0.0,0.0,0.0,0.0,0.0,130.0,315.0,,0.0,1.0,56.0,193.0,71.0,2.0,0.0
Santa Fe,San Justo,Naré,82112090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,,0.0,0.0,0.0,0.0,12.0,0.0,1.0
Santa Fe,San Justo,OTROS,Sin Datos,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,28.0,,,,,,,,
Santa Fe,San Justo,Pedro Gómez Cello,82112100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,0.0,0.0,72.0,0.0,20.0,0.0,0.0,0.0
Santa Fe,San Justo,Ramayón,82112110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,162.0,,0.0,0.0,0.0,2.0,153.0,1.0,6.0
Santa Fe,San Justo,San Bernardo,82112120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,,0.0,0.0,0.0,0.0,7.0,0.0,0.0
Santa Fe,San Justo,San Justo,82112130,268.0,2.0,0.0,8004.0,550.0,0.0,0.0,52.0,8876.0,550.0,0.0,14.0,26.0,199.0,2250.0,327.0,5508.0
Santa Fe,San Justo,Vera y Pintado (Est. Guaraníes),82112160,12.0,0.0,0.0,190.0,67.0,0.0,0.0,140.0,409.0,,0.0,379.0,0.0,30.0,0.0,0.0,0.0
Santa Fe,San Justo,Videla,82112170,112.0,0.0,0.0,312.0,0.0,0.0,0.0,33.0,457.0,,0.0,0.0,0.0,93.0,310.0,46.0,7.0
Santa Fe,San Justo,Colonia Dolores,82112030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,,0.0,0.0,0.0,22.0,0.0,0.0,0.0
Santa Fe,San Justo,La Penca y Caraguatá,82112070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,,0.0,0.0,0.0,26.0,0.0,0.0,0.0
Santa Fe,San Justo,San Martín Norte,82112140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Santa Fe,San Justo,Silva (Est. Abipones),82112150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Santa Fe,San Lorenzo,Aldao,82119010,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,,0.0,0.0,0.0,0.0,0.0,0.0,460.0
Santa Fe,San Lorenzo,Capitán Bermúdez,82119020,2997.0,1234.0,1.0,2899.0,0.0,0.0,0.0,0.0,7131.0,,1.0,0.0,3135.0,950.0,0.0,1353.0,1692.0
Santa Fe,San Lorenzo,Carcarañá,82119030,676.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,700.0,,0.0,22.0,20.0,589.0,65.0,3.0,0.0
Santa Fe,San Lorenzo,Coronel Arnold,82119040,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,245.0,,0.0,0.0,0.0,71.0,0.0,174.0,0.0
Santa Fe,San Lorenzo,Fray Luis Beltrán,82119050,1828.0,24.0,0.0,871.0,0.0,0.0,0.0,0.0,2723.0,,0.0,0.0,1386.0,399.0,0.0,689.0,249.0
Santa Fe,San Lorenzo,Fuentes,82119060,0.0,0.0,0.0,920.0,0.0,0.0,0.0,20.0,940.0,,0.0,0.0,0.0,84.0,3.0,830.0,23.0
Santa Fe,San Lorenzo,Luis Palacios (Est. La Salada),82119070,0.0,478.0,0.0,0.0,0.0,0.0,0.0,47.0,525.0,,0.0,0.0,6.0,45.0,0.0,0.0,478.0
Santa Fe,San Lorenzo,Puerto General San Martín,82119080,0.0,0.0,0.0,2602.0,215.0,2.0,0.0,16.0,2835.0,215.0,2.0,1.0,2.0,3.0,2.0,2606.0,2.0
Santa Fe,San Lorenzo,Pujato,82119090,819.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,922.0,,0.0,0.0,103.0,819.0,0.0,0.0,0.0
Santa Fe,San Lorenzo,Ricardone,82119100,353.0,1010.0,0.0,12.0,0.0,1.0,0.0,22.0,1398.0,,1.0,1.0,3.0,336.0,31.0,2.0,1010.0
Santa Fe,San Lorenzo,Roldán,82119110,1804.0,1961.0,0.0,3034.0,2.0,0.0,0.0,508.0,7309.0,1.0,0.0,52.0,40.0,1161.0,444.0,723.0,4874.0
Santa Fe,San Lorenzo,San Jerónimo Sud,82119120,128.0,939.0,0.0,2.0,0.0,0.0,0.0,0.0,1069.0,,0.0,1.0,0.0,107.0,17.0,2.0,939.0
Santa Fe,San Lorenzo,San Lorenzo,82119130,1106.0,5121.0,0.0,983.0,0.0,0.0,0.0,50.0,7260.0,1.0,0.0,43.0,107.0,908.0,79.0,37.0,6086.0
Santa Fe,San Lorenzo,Timbúes,82119140,170.0,0.0,0.0,1207.0,134.0,1.0,0.0,79.0,1591.0,134.0,1.0,2.0,6.0,280.0,16.0,1149.0,1.0
Santa Fe,San Lorenzo,Villa Elvira,82119150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,,0.0,0.0,0.0,0.0,0.0,30.0,0.0
